0,0,0,0,0,0,1,0,-0,-0,0,0,0
9.3146e-11,1.1529e-10,1.973e-12,4.7668e-08,5.8996e-08,1.1821e-09,1,1.2295e-06,-9.9355e-07,1.1097e-16,-0.00075199,0.00060781,8.1085e-27
3.1357e-09,3.8795e-09,1.2511e-10,7.8909e-07,9.761e-07,3.7416e-08,1,9.9766e-06,-8.0673e-06,1.5214e-14,-0.0029774,0.0024087,-6.156e-25
2.3925e-08,2.9587e-08,1.4114e-09,3.9801e-06,4.9207e-06,2.8088e-07,1,3.3174e-05,-2.6843e-05,2.5961e-13,-0.0065057,0.0052678,3.5194e-24
1.0011e-07,1.2375e-07,7.8504e-09,1.2414e-05,1.5339e-05,1.1694e-06,1,7.6918e-05,-6.2281e-05,1.9102e-12,-0.011167,0.0090509,2.1847e-23
3.0193e-07,3.7306e-07,2.9633e-08,2.9795e-05,3.6797e-05,3.524e-06,1,0.00014653,-0.00011873,8.8816e-12,-0.016836,0.013659,1.9214e-23
7.4078e-07,9.1488e-07,8.7517e-08,6.0631e-05,7.4838e-05,8.6539e-06,1,0.00024666,-0.0002,3.0942e-11,-0.023345,0.018958,-3.2442e-23
1.5767e-06,1.9463e-06,2.1819e-07,0.00011012,0.00013585,1.8449e-05,1,0.00038128,-0.00030938,8.8329e-11,-0.030604,0.024878,8.0018e-23
3.0247e-06,3.7321e-06,4.8047e-07,0.00018408,0.00022695,3.546e-05,1,0.0005538,-0.00044971,2.1803e-10,-0.038502,0.031331,2.523e-22
5.3607e-06,6.6114e-06,9.6226e-07,0.00028881,0.00035589,6.296e-05,1,0.00076712,-0.00062339,4.8174e-10,-0.046925,0.038227,3.6133e-22
8.9261e-06,1.1003e-05,1.788e-06,0.0004311,0.00053091,0.000105,1,0.0010236,-0.00083245,9.7545e-10,-0.055789,0.045498,3.5924e-23
1.4132e-05,1.7412e-05,3.1269e-06,0.00061807,0.00076073,0.00016645,1,0.0013252,-0.0010786,1.841e-09,-0.064925,0.053009,-3.9035e-22
2.1461e-05,2.6431e-05,5.2006e-06,0.00085718,0.0010544,0.000253,1,0.0016736,-0.0013631,3.2777e-09,-0.074395,0.060812,-1.3415e-21
3.1475e-05,3.8744e-05,8.2923e-06,0.0011561,0.0014213,0.0003712,1,0.0020697,-0.0016872,5.5581e-09,-0.084072,0.068805,-1.4575e-21
4.481e-05,5.5132e-05,1.2755e-05,0.0015228,0.0018709,0.00052845,0.99999,0.0025146,-0.0020515,9.0426e-09,-0.093889,0.076934,-2.6078e-21
6.2184e-05,7.6471e-05,1.9019e-05,0.0019653,0.0024131,0.00073296,0.99999,0.0030087,-0.0024566,1.4196e-08,-0.10378,0.08515,-2.6469e-21
8.4396e-05,0.00010374,2.7601e-05,0.0024918,0.0030576,0.00099375,0.99999,0.0035523,-0.002903,2.1607e-08,-0.11373,0.093431,-2.5058e-21
0.00011233,0.000138,3.9114e-05,0.0031107,0.0038145,0.0013206,0.99999,0.0041455,-0.0033906,3.2005e-08,-0.12358,0.10166,-3.5602e-21
0.00014694,0.00018043,5.4268e-05,0.0038301,0.0046937,0.0017239,0.99998,0.0047879,-0.0039194,4.628e-08,-0.13339,0.10988,1.9432e-22
0.00018929,0.00023231,7.3884e-05,0.0046585,0.0057053,0.0022149,0.99997,0.0054791,-0.0044893,6.5506e-08,-0.14311,0.11807,2.2253e-21
0.00024051,0.00029501,9.8898e-05,0.0056043,0.006859,0.0028053,0.99997,0.0062185,-0.0050997,9.0957e-08,-0.15281,0.12625,4.2676e-21
0.0003018,0.00037,0.00013036,0.0066757,0.008165,0.0035072,0.99996,0.0070054,-0.0057503,1.2415e-07,-0.16208,0.13412,7.3645e-21
0.00037447,0.00045885,0.00016945,0.0078812,0.0096329,0.0043332,0.99995,0.0078386,-0.0064404,1.6681e-07,-0.17132,0.14199,8.1045e-21
0.0004599,0.00056323,0.00021748,0.0092291,0.011272,0.0052964,0.99994,0.0087172,-0.0071691,2.2099e-07,-0.18012,0.14952,1.5901e-20
0.00055955,0.00068491,0.00027588,0.010727,0.013093,0.0064098,0.99992,0.0096398,-0.0079356,2.8899e-07,-0.1887,0.15691,1.5646e-20
0.00067497,0.00082574,0.00034622,0.012384,0.015105,0.0076868,0.99991,0.010605,-0.008739,3.7342e-07,-0.19724,0.1643,8.2013e-21
0.00080779,0.00098768,0.00043021,0.014208,0.017317,0.0091406,0.99989,0.011611,-0.0095781,4.7729e-07,-0.20526,0.17129,6.0908e-21
0.00095971,0.0011728,0.00052967,0.016206,0.019738,0.010785,0.99987,0.012657,-0.010452,6.039e-07,-0.21307,0.17814,1.0559e-20
0.0011325,0.0013832,0.00064658,0.018386,0.022377,0.012632,0.99984,0.013741,-0.011359,7.5697e-07,-0.22052,0.18473,1.4759e-20
0.0013281,0.0016211,0.00078303,0.020756,0.025243,0.014695,0.99981,0.014861,-0.012298,9.4064e-07,-0.22759,0.19103,1.3317e-20
0.0015483,0.0018888,0.00094124,0.023324,0.028344,0.016987,0.99978,0.016016,-0.013268,1.1594e-06,-0.23426,0.19704,2.0167e-20
0.0017952,0.0021887,0.0011236,0.026096,0.031688,0.019519,0.99975,0.017202,-0.014267,1.4183e-06,-0.24051,0.20274,2.5631e-20
0.0020709,0.0025234,0.0013325,0.02908,0.035284,0.022303,0.99971,0.018419,-0.015294,1.7228e-06,-0.24642,0.20819,8.0427e-21
0.0023776,0.0028953,0.0015705,0.032283,0.039139,0.025349,0.99967,0.019665,-0.016347,2.0786e-06,-0.252,0.2134,1.3627e-20
0.0027174,0.0033071,0.0018404,0.035712,0.043261,0.028668,0.99963,0.020936,-0.017426,2.4923e-06,-0.25713,0.21828,1.489e-20
0.0030926,0.0037614,0.0021448,0.039372,0.047655,0.032269,0.99958,0.022232,-0.018527,2.9708e-06,-0.26159,0.22262,7.9015e-21
0.0035056,0.0042611,0.0024867,0.04327,0.05233,0.03616,0.99953,0.023549,-0.01965,3.5213e-06,-0.26571,0.22671,9.4577e-21
0.0039588,0.004809,0.002869,0.047413,0.057292,0.040349,0.99947,0.024887,-0.020792,4.1517e-06,-0.26942,0.2305,4.5433e-21
0.0044547,0.0054079,0.0032947,0.051805,0.062545,0.044841,0.99941,0.026242,-0.021953,4.8704e-06,-0.27272,0.23398,-4.2086e-21
0.0049957,0.0060609,0.0037669,0.056452,0.068096,0.049643,0.99935,0.027611,-0.02313,5.6863e-06,-0.27557,0.23713,3.4168e-21
0.0055846,0.0067708,0.0042886,0.061359,0.07395,0.054759,0.99928,0.028994,-0.024322,6.6086e-06,-0.27798,0.23994,-3.0983e-21
0.0062238,0.0075409,0.0048631,0.066531,0.080111,0.060191,0.99921,0.030388,-0.025526,7.6473e-06,-0.27984,0.24231,1.6279e-21
0.0069161,0.0083741,0.0054935,0.071972,0.086583,0.065943,0.99914,0.031789,-0.026742,8.8125e-06,-0.28125,0.24435,1.7774e-20
0.0076642,0.0092736,0.006183,0.077686,0.09337,0.072015,0.99906,0.033197,-0.027967,1.0115e-05,-0.28225,0.24606,1.8242e-21
0.0084707,0.010243,0.0069349,0.083677,0.10048,0.078408,0.99897,0.034608,-0.0292,1.1566e-05,-0.28279,0.24743,8.2563e-21
0.0093386,0.011284,0.0077522,0.089947,0.1079,0.085119,0.99889,0.036021,-0.030438,1.3176e-05,-0.28287,0.24845,-1.0208e-20
0.010271,0.012402,0.0086383,0.096499,0.11565,0.092148,0.9988,0.037432,-0.03168,1.4959e-05,-0.2824,0.24901,-2.1005e-20
0.01127,0.013598,0.0095963,0.10334,0.12372,0.099491,0.9987,0.03884,-0.032924,1.6925e-05,-0.28149,0.24923,-1.808e-20
0.012338,0.014877,0.010629,0.11046,0.13211,0.10714,0.99861,0.040243,-0.034168,1.9087e-05,-0.28016,0.24913,-3.0164e-21
0.01348,0.016242,0.01174,0.11787,0.14083,0.1151,0.99851,0.041637,-0.035411,2.1458e-05,-0.2784,0.24869,-1.7468e-20
0.014697,0.017695,0.012932,0.12557,0.14988,0.12336,0.9984,0.043021,-0.036651,2.4051e-05,-0.27621,0.24791,-6.768e-21
0.015992,0.01924,0.014208,0.13355,0.15924,0.1319,0.9983,0.044393,-0.037885,2.6879e-05,-0.27347,0.24668,-1.8113e-20
0.017369,0.020881,0.015571,0.14183,0.16893,0.14073,0.99819,0.04575,-0.039113,2.9955e-05,-0.27033,0.24512,-2.4493e-20
0.01883,0.02262,0.017024,0.15039,0.17894,0.14984,0.99808,0.047091,-0.040331,3.3292e-05,-0.2668,0.24325,-2.7598e-20
0.020377,0.024461,0.018569,0.15924,0.18926,0.15922,0.99796,0.048412,-0.04154,3.6904e-05,-0.26286,0.24106,-3.0995e-20
0.022015,0.026406,0.020209,0.16838,0.19989,0.16885,0.99785,0.049713,-0.042736,4.0803e-05,-0.25851,0.23853,-2.8136e-20
0.023746,0.028459,0.021947,0.17779,0.21083,0.17873,0.99773,0.05099,-0.043919,4.5003e-05,-0.25368,0.23558,-2.4004e-20
0.025572,0.030624,0.023784,0.18749,0.22208,0.18884,0.99762,0.052243,-0.045086,4.9517e-05,-0.24848,0.23234,-1.5225e-20
0.027497,0.032902,0.025724,0.19746,0.23362,0.19918,0.9975,0.053468,-0.046236,5.4358e-05,-0.24293,0.22881,-1.4654e-20
